BMD,BS,BS/BV,BS/TV,BV,BV/TV,Conn.D,DA,SMI,Sample Name,Sample Number,TMD,TV,Tb.N,Tb.Sp,Tb.Sp.SD,Tb.Th,Tb.Th.SD,exp_name,gene_symbol,Gender
225.2034375,25.099475,39.34117500000001,10.682861398426972,0.6775875,0.2879375,222.69538749999998,1.8376375,0.8190999999999999,Average,,817.5255000000001,2.3424375,5.773575000000001,164.125,68.8375,56.50000000000001,15.7875,Acvr2a_E01.xlsx,Acvr2a,Male
213.84117500000002,22.3538875,39.0536375,10.054922905370223,0.6106874999999999,0.2737375,195.1042,1.9001000000000003,0.9556374999999999,Average,,842.135875,2.2203125,5.4192124999999995,175.43749999999997,75.22500000000001,57.37499999999999,15.812500000000002,Alg3_E01.xlsx,Alg3,Male
241.2438375,25.10375,36.0375375,10.553213602303094,0.727475,0.30547500000000005,206.4464,1.9123999999999999,0.7168125000000001,Average,,863.038625,2.3784375000000004,5.6631625,167.4625,75.05,61.362500000000004,17.924999999999997,Cacna1c_E01.xlsx,Cacna1c,Male
214.57938749999997,23.1756625,39.857775000000004,10.0466237809416,0.6291499999999999,0.2723625,200.03555,1.8837374999999998,0.9979999999999999,Average,,822.8936249999999,2.3124375,5.504525,173.41250000000002,70.1875,57.05,15.937500000000002,Chn1_E01.xlsx,Chn1,Male
213.2233125,22.882475000000003,39.5524625,10.154253583004284,0.6114,0.2711,200.88989999999998,1.8430374999999999,0.9905875000000001,Average,,838.54075,2.2499,5.5092375,172.4,72.5,56.525000000000006,15.775000000000002,Clcnkb_E01.xlsx,Clcnkb,Male
207.89523749999998,21.230950000000004,40.533049999999996,9.871279118106706,0.5689125,0.2626,193.596625,1.9227750000000001,1.0728125,Average,,825.1083749999999,2.1428875,5.508512499999999,170.975,62.28750000000001,55.175000000000004,14.937500000000002,Crcp_E01.xlsx,Crcp,Male
234.9608875,23.042475,38.077825,10.815466322542319,0.6370625,0.29863750000000006,227.0352875,1.8810750000000003,0.6788,Average,,823.8565,2.1267125,5.8242,163.08749999999998,68.89999999999999,57.1,15.2625,Ebf1_E01.xlsx,Ebf1,Male
199.7426625,22.937612500000004,41.2536875,9.894337582369792,0.5982875,0.2567375,202.2900875,1.8486749999999998,1.1134875,Average,,829.8264999999999,2.315475,5.376062500000001,179.26250000000002,76.36249999999998,55.5625,15.7875,Ednra_E01.xlsx,Ednra,Male
204.81396249999997,22.154000000000003,40.3063875,9.73491587719402,0.5856875000000001,0.2578625,191.48170000000002,1.8763375000000002,1.075825,Average,,828.6471250000001,2.2761250000000004,5.313924999999999,180.27499999999998,74.98750000000001,55.787499999999994,14.900000000000002,Hesx1_E01.xlsx,Hesx1,Male
233.4523375,22.666487500000002,38.9029125,10.900259835015929,0.6159625,0.295725,235.51413749999998,1.812375,0.7860125,Average,,836.294125,2.0763249999999998,5.9411875,159.275,64.875,56.449999999999996,15.5875,IL6st_E01.xlsx,IL6st,Male
201.05862499999998,22.4462,41.3363,10.133853936953958,0.5766125,0.26030000000000003,212.57531249999997,1.8416625,1.0215375,Average,,831.76825,2.2125000000000004,5.491625,174.925,76.5125,53.925,14.7875,Jun_E01.xlsx,Jun,Male
218.85630000000003,23.328725000000002,39.607850000000006,10.368393611930957,0.6291625000000001,0.2797,217.6423625,1.8575375,0.9666875,Average,,841.3815,2.248325,5.5833375,171.1875,80.42500000000001,57.125,16.25,Kif16_E01.xlsx,Kif16,Male
203.2412125,24.7067,41.070412499999996,10.053226067846376,0.6371374999999999,0.25930000000000003,215.13623750000002,1.8087000000000002,1.1481875000000001,Average,,834.5687499999999,2.4582125,5.41755,177.95000000000002,81.6625,55.449999999999996,15.350000000000001,Lox_E01.xlsx,Lox,Male
174.4263125,21.122162499999998,43.767162500000005,9.066082008891453,0.51935,0.222925,183.532625,1.7430750000000002,1.3611125000000002,Average,,817.196375,2.3318624999999997,5.0718250000000005,192.3625,80.8,52.074999999999996,14.35,Lrp1_E01.xlsx,Lrp1,Male
207.806975,23.0711375,40.095475,9.9552536578727,0.6120375,0.26417500000000005,199.24541250000001,1.8495374999999998,1.1091374999999999,Average,,850.015375,2.3198125000000003,5.397987499999999,175.6125,74.91250000000001,56.775,16.3,Mccc2_E01.xlsx,Mccc2,Male
214.587425,20.3983625,38.187225,9.632098032697527,0.5682375,0.2681375,178.66013750000002,1.9252249999999997,1.0851625,Average,,855.0065,2.1196499999999996,5.2789875,181.575,80.03750000000001,58.85000000000001,16.1875,Mcl1_E01.xlsx,Mcl1,Male
220.0599125,25.18975,39.766562500000006,10.471761371451946,0.6715625000000001,0.279225,210.45328750000002,1.89225,0.935625,Average,,841.44575,2.4056375,5.7314125,164.42499999999998,64.2375,56.74999999999999,16.1,Meis1_E01.xlsx,Meis1,Male
194.5189125,23.6424,42.722625,9.904145093830325,0.5948125,0.2487875,206.216875,1.8942750000000002,1.1577625,Average,,811.4191249999999,2.3867625,5.494825,175.91250000000002,74.125,53.26249999999999,14.587499999999999,Ndc80_E01.xlsx,Ndc80,Male
203.02456250000003,21.5981,41.450575,9.808849558691174,0.5585875,0.2539375,199.27284999999998,1.8677125,1.1525625,Average,,827.941,2.202675,5.44385,174.9625,70.1125,54.5375,15.1625,Nup205_E01.xlsx,Nup205,Male
211.57035,22.021825,38.889525,9.846093624627079,0.6028374999999999,0.2693625,184.06558750000002,1.86675,1.0121875,Average,,845.6181250000001,2.234425,5.4544625,174.8375,68.6875,57.31250000000001,16.0875,P3h1_E01.xlsx,P3h1,Male
205.54416249999997,20.322225,39.2195125,9.577488402268058,0.5540625,0.2616875,186.8290375,1.851025,1.09535,Average,,844.230125,2.120125,5.209875,183.74999999999997,78.82499999999999,57.725,16.625,P4hb_E01.xlsx,P4hb,Male
217.91750000000002,23.502625000000002,40.161274999999996,10.31905006090236,0.6254375,0.2735375,209.354825,1.9380249999999999,0.980675,Average,,834.9941249999999,2.273525,5.6491125,166.675,62.7625,56.325,15.800000000000002,Pdcd6ip_E01.xlsx,Pdcd6ip,Male
193.0264,20.2771,42.612424999999995,9.668579016323415,0.5133375,0.2445125,203.9597625,1.8447874999999998,1.2199499999999999,Average,,827.860625,2.0912625000000005,5.2532125,185.0625,82.175,53.2375,15.0,Piezo2_E01.xlsx,Piezo2,Male
226.88049999999998,24.103725,37.4402625,10.114735352718553,0.6885000000000001,0.287975,192.7519875,1.8304874999999998,0.8539999999999999,Average,,842.97825,2.3767625,5.4396,175.1875,77.4,60.0,17.475,Plod2_E01.xlsx,Plod2,Male
